Zip,Unemp. Rate,# in sample
59031,0.35,244
59032,0.16,348
59033,0.00,216
59034,0.05,3770
59035,0.03,183
59036,0.07,1204
59037,0.03,1254
59038,0.03,572
59039,0.00,14
59041,0.03,1515
59043,0.25,2035
59044,0.01,8405
59046,0.02,341
59047,0.06,9811
59050,0.32,1257
59052,0.32,191
59053,0.00,421
59054,0.01,280
59055,0.00,47
59057,0.05,479
59058,0.00,27
59059,0.00,118
59061,0.13,272
59062,0.00,63
59063,0.01,1633
59064,0.00,237
59065,0.09,90
59066,0.21,438
59067,0.03,169
59068,0.04,2866
59069,0.03,503
59070,0.01,679
59071,0.00,74
59072,0.04,3313
59074,0.02,354
59075,0.15,201
59076,0.00,87
59077,0.00,77
59078,0.00,117
59079,0.05,2654
59081,0.00,14
59082,0.00,35
59085,0.00,72
59086,0.02,627
59087,0.04,377
59088,0.00,1039
59089,0.17,340
59101,0.05,31101
59102,0.03,38106
59105,0.05,22753
59106,0.04,8428
59201,0.05,3280
59211,0.00,117
59212,0.00,309
59213,0.09,645
59214,0.00,113
59215,0.02,902
59217,0.00,29
59218,0.01,810
59219,0.00,188
59221,0.03,1280
59222,0.04,232
59223,0.00,250
59225,0.07,317
59226,0.01,404
59230,0.01,3692
59231,0.08,279
59240,0.00,15
59241,0.03,321
59242,0.00,67
59243,0.00,307
59244,0.00,52
59247,0.03,293
59248,0.02,597
59250,0.00,177
59252,0.02,98
59253,0.07,108
59254,0.01,1636
59255,0.12,2422
59256,0.00,37
59257,0.00,17
59258,0.04,96
59259,0.05,277
59260,0.00,107
59261,0.02,458
59262,0.04,596
59263,0.03,1058
59270,0.04,5651
59274,0.00,173
59275,0.02,312
59276,0.00,20
59301,0.04,9100
59311,0.04,157
59312,0.00,22
59313,0.03,1951
59314,0.00,77
59315,0.00,92
59317,0.05,881
59318,0.02,70
59322,0.00,49
59323,0.02,1693
59324,0.00,731
59326,0.06,212
59327,0.03,2314
59330,0.03,6869
59332,0.00,153
59333,0.00,7
59336,0.01,177
59337,0.03,661
59338,0.00,94
59339,0.02,158
59343,0.00,42
59344,0.01,278
59347,0.00,262
59349,0.00,709
59351,0.00,156
59353,0.05,799
59354,0.00,28
59401,0.07,11292
59404,0.04,21155
59405,0.03,24339
59410,0.03,723
59411,0.00,115
59412,0.08,1342
59414,0.01,847
59416,0.01,414
59417,0.19,5717
59418,0.00,97
59419,0.00,154
59420,0.00,137
59421,0.06,1529
59422,0.01,2031
59424,0.00,69
59425,0.02,2675
59427,0.03,3163
59430,0.00,423
59432,0.00,159
59433,0.03,511
59434,0.11,557
59436,0.02,1404
59440,0.00,75
59441,0.00,38
59442,0.02,1482
59443,0.08,732
59444,0.00,179
59446,0.02,449
59447,0.00,125
59448,0.19,499
59450,0.00,448
59451,0.00,219
59452,0.00,432
59453,0.00,287
59454,0.04,131
59456,0.00,137
59457,0.05,7672
59460,0.00,143
59461,0.00,9
59462,0.10,147
59463,0.16,123
59464,0.00,330
59465,0.00,63
59466,0.00,87
59467,0.00,220
59468,0.01,494
59469,0.00,143
59471,0.08,273
59472,0.05,602
59474,0.02,3233
59477,0.06,275
59479,0.06,781
59480,0.02,421
59482,0.01,645
59483,0.00,379
59484,0.00,69
59485,0.02,394
59486,0.04,1164
59487,0.08,1177
59489,0.00,213
59501,0.04,9746
59520,0.00,903
59521,0.14,2211
59522,0.00,1438
59523,0.00,1746
59524,0.03,506
59525,0.00,203
59526,0.11,1772
59527,0.15,545
59528,0.00,172
59529,0.00,140
59530,0.00,108
59531,0.00,314
59532,0.00,177
59535,0.05,72
59537,0.00,156
59538,0.06,2354
59540,0.00,349
59542,0.00,183
59544,0.00,96
59545,0.00,26
59546,0.00,67
59547,0.00,38
59601,0.05,24597
59602,0.04,18128
59631,0.16,145
59632,0.08,1681
59633,0.00,128
59634,0.03,3911
59635,0.07,5321
59636,0.00,7
59638,0.00,436
59639,0.01,793
59640,0.00,46
59642,0.00,35
59643,0.00,378
59644,0.03,2939
59645,0.04,1297
59647,0.00,299
59648,0.06,382
59701,0.04,26822
59703,0.31,101
59710,0.04,219
59711,0.10,7472
59713,0.00,155
59714,0.03,13514
59715,0.06,27399
59716,0.13,1547
59718,0.04,22322
59720,0.00,198
59721,0.02,395
59722,0.04,4873
59724,0.00,124
59725,0.04,6345
59727,0.00,146
59728,0.03,276
59729,0.02,1627
59730,0.04,1396
59731,0.08,168
59732,0.06,45
59733,0.00,111
59735,0.00,327
59736,0.00,136
59739,0.00,289
59740,0.00,275
59741,0.04,3208
59743,0.09,112
59745,0.05,98
59746,0.04,89
59747,0.01,167
59748,0.00,193
59749,0.03,1319
59750,0.00,255
59751,0.05,149
59752,0.06,2432
59754,0.08,703
59755,0.12,210
59756,0.08,334
59758,0.06,1618
59759,0.05,2900
59760,0.12,218
59761,0.00,265
59762,0.11,326
59801,0.07,26123
59802,0.08,15713
59803,0.07,13159
59804,0.04,6651
59808,0.06,13779
59820,0.11,987
59821,0.10,1612
59823,0.05,1095
59824,0.17,1636
59825,0.10,1712
59826,0.04,413
59827,0.07,299
59828,0.09,4605
59829,0.08,1934
59830,0.00,141
59831,0.10,410
59832,0.05,660
59833,0.04,4673
59834,0.11,1691
59837,0.05,342
59840,0.05,10518
59841,0.06,397
59842,0.00,93
59843,0.06,322
59844,0.08,516
59845,0.05,1048
59846,0.03,1304
59847,0.05,4023
59848,0.00,127
59851,0.00,222
59853,0.08,701
59854,0.00,290
59855,0.26,686
59856,0.04,379
59858,0.04,1190
59859,0.09,2702
59860,0.06,7547
59863,0.00,78
59864,0.11,4836
59865,0.10,2390
59866,0.06,864
59867,0.00,27
59868,0.11,1461
59870,0.07,8109
59871,0.00,183
59872,0.08,1891
59873,0.08,2684
59874,0.12,968
59875,0.07,2847
59901,0.07,38322
59910,0.00,427
59911,0.06,6964
59912,0.04,10851
59913,0.15,401
59914,0.12,123
59915,0.04,287
59916,0.33,56
59917,0.06,3052
59918,0.08,618
59919,0.13,765
59920,0.07,1136
59922,0.03,1298
59923,0.09,8472
59925,0.11,907
59926,0.13,446
59927,0.05,230
59928,,19
59929,0.06,136
59930,0.05,562
59931,0.16,334
59932,0.02,1550
59933,0.00,56
59934,0.28,414
59935,0.09,3089
59936,0.05,420
59937,0.07,10661
60002,0.07,18665
60004,0.04,39704
60005,0.06,23930
60007,0.04,27654
60008,0.07,17534
60010,0.05,34870
60012,0.05,8075
60013,0.06,20021
60014,0.07,36955
60015,0.04,20611
60016,0.05,49794
60018,0.06,22780
60020,0.08,8251
60021,0.05,4173
60022,0.05,5667
60025,0.05,30472
60026,0.03,10691
60029,0.05,351
60030,0.04,26859
60031,0.07,28803
60033,0.10,10344
60034,0.07,1604
60035,0.04,23271
60040,0.07,4314
60041,0.09,7017
60042,0.06,6416
60043,0.02,1739
60044,0.06,8265
60045,0.06,16565
60046,0.06,25623
60047,0.05,31307
60048,0.05,22287
60050,0.09,24895
60051,0.09,20277
60053,0.07,18985
60056,0.05,44463
60060,0.07,28374
60061,0.05,19324
60062,0.04,31941
60064,0.15,11807
60067,0.04,30240
60068,0.04,29478
60069,0.06,6611
60070,0.05,12770
60071,0.07,3126
60072,0.09,665
60073,0.07,40587
60074,0.06,29421
60076,0.07,27113
60077,0.08,22283
60081,0.07,7521
60083,0.06,7737
60084,0.08,12195
60085,0.10,51308
60087,0.08,21055
60088,0.01,12993
60089,0.04,32850
60090,0.05,29819
60091,0.03,20320
60093,0.03,14344
60096,0.10,5707
60097,0.12,8344
60098,0.09,25424
60099,0.13,22910
60101,0.07,30245
60102,0.06,24294
60103,0.05,31074
60104,0.15,14770
60106,0.05,15418
60107,0.07,30563
60108,0.07,18901
60109,0.05,491
60110,0.08,26575
60111,0.18,268
60112,0.08,2993
60113,0.13,147
60115,0.12,38986
60118,0.05,12294
60119,0.08,7149
60120,0.07,36607
60123,0.08,36125
60124,0.02,14712
60126,0.05,35177
60129,0.06,175
60130,0.09,11891
60131,0.08,13704
60133,0.09,27594
60134,0.06,21682
60135,0.10,5589
60136,0.04,4600
60137,0.06,29296
60139,0.09,25403
60140,0.06,10275
60141,0.00,241
60142,0.05,18978
60143,0.06,8285
60144,0.08,26
60145,0.10,1815
60146,0.07,2085
60148,0.07,41661
60150,0.05,1046
60151,0.06,3492
60152,0.06,9953
60153,0.15,19057
60154,0.05,13829
60155,0.13,6421
60156,0.06,20625
60157,0.04,1922
60160,0.10,18148
60162,0.10,6552
60163,0.11,4088
60164,0.07,17195
60165,0.07,3301
60169,0.07,26832
60171,0.09,8599
60172,0.06,18551
60173,0.05,10234
60174,0.04,24412
60175,0.04,18989
60176,0.08,9187
60177,0.05,15502
60178,0.05,16955
60180,0.10,997
60181,0.09,23524
60184,0.04,2360
60185,0.07,26286
60187,0.06,23189
60188,0.08,33199
60189,0.05,24412
60190,0.06,8335
60191,0.07,11225
60192,0.03,12303
60193,0.06,32694
60194,0.06,15937
60195,0.06,3642
60201,0.07,35822
60202,0.06,25449
60203,0.05,3386
60301,0.03,2093
60302,0.06,24949
60304,0.07,13007
60305,0.05,8658
60401,0.09,6074
60402,0.10,47694
60403,0.06,15861
60404,0.05,13154
60406,0.13,18875
60407,0.12,1571
60408,0.15,4198
60409,0.15,28124
60410,0.07,9035
60411,0.15,42111
60415,0.10,11168
60416,0.10,6742
60417,0.07,13078
60419,0.16,17241
60420,0.07,5186
60421,0.08,3186
60422,0.04,6970
60423,0.04,22386
60424,0.09,1881
60425,0.12,7296
60426,0.22,20406
60428,0.16,9686
60429,0.18,12319
60430,0.10,16866
60431,0.07,15530
60432,0.15,14639
60433,0.13,14316
60435,0.08,36770
60436,0.17,14829
60437,0.12,207
60438,0.08,22901
60439,0.07,17961
60440,0.08,40030
60441,0.08,26116
60442,0.04,7077
60443,0.10,15619
60444,0.12,1417
60445,0.08,20569
60446,0.07,28136
60447,0.09,9554
60448,0.06,19067
60449,0.05,6780
60450,0.07,16216
60451,0.05,25161
60452,0.08,21847
60453,0.08,45576
60455,0.09,12802
60456,0.09,3403
60457,0.07,10820
60458,0.08,10237
60459,0.09,22615
60460,0.10,1278
60461,0.10,3971
60462,0.08,32117
60463,0.08,12421
60464,0.08,8413
60465,0.09,14863
60466,0.11,17655
60467,0.06,20290
60468,0.05,5069
60469,0.10,3959
60470,0.09,414
60471,0.12,10625
60472,0.24,4371
60473,0.15,17224
60474,0.04,580
60475,0.07,7395
60476,0.07,2061
60477,0.07,30369
60478,0.09,13178
60479,0.08,662
60480,0.06,4364
60481,0.11,9844
60482,0.12,9184
60484,0.22,4750
60487,0.05,19622
60490,0.06,13848
60491,0.05,17282
60501,0.11,8391
60502,0.03,16314
60503,0.04,10555
60504,0.06,27530
60505,0.11,48073
60506,0.10,43458
60510,0.07,21368
60511,0.06,1425
60512,0.18,821
60513,0.08,15281
60514,0.04,7581
60515,0.05,22093
60516,0.05,23625
60517,0.07,25471
60518,0.08,2858
60519,0.00,108
60520,0.08,2374
60521,0.06,12734
60523,0.04,8319
60525,0.07,23890
60526,0.04,10545
60527,0.05,22023
60530,0.04,605
60531,0.06,1354
60532,0.05,21915
60534,0.07,8274
60536,0.00,88
60537,0.11,615
60538,0.06,18765
60539,1.00,87
60540,0.06,31990
60541,0.07,2320
60542,0.06,12384
60543,0.06,24513
60544,0.05,18597
60545,0.06,9472
60546,0.07,12477
60548,0.06,10200
60549,0.00,321
60550,0.09,1115
60551,0.05,3957
60552,0.09,3174
60553,0.08,620
60554,0.04,9073
60555,0.10,10767
60556,0.07,1598
60557,,0
60558,0.05,9117
60559,0.06,20213
60560,0.06,16458
60561,0.08,19229
60563,0.05,28722
60564,0.03,28057
60565,0.05,30268
60585,0.05,14336
60586,0.07,31885
60601,0.02,8019
60602,0.03,1007
60603,0.04,480
60604,0.07,383
60605,0.04,18879
60606,0.03,1996
60607,0.08,20639
60608,0.13,65525
60609,0.16,44953
60610,0.05,33871
60611,0.06,26887
60612,0.11,26272
60613,0.05,44047
60614,0.04,58187
60615,0.12,34193
60616,0.10,41865
60617,0.14,65879
60618,0.07,75708
60619,0.19,53655
60620,0.24,59184
60621,0.23,26628
60622,0.05,44591
60623,0.14,61057
60624,0.23,28010
60625,0.07,63932
60626,0.07,42279
60628,0.17,58648
60629,0.11,80032
60630,0.09,44443
60631,0.05,23962
60632,0.13,63232
60633,0.11,10595
60634,0.08,60996
60636,0.33,31420
60637,0.20,36387
60638,0.09,43511
60639,0.12,66832
60640,0.07,57495
60641,0.10,55676
60642,0.07,16871
60643,0.13,38986
60644,0.25,35746
60645,0.07,34345
60646,0.06,22075
60647,0.07,70401
60649,0.16,35747
60651,0.17,47490
60652,0.08,32758
60653,0.20,22865
60654,0.06,13120
60655,0.06,21491
60656,0.06,21930
60657,0.04,62241
60659,0.07,30306
60660,0.10,37225
60661,0.04,6353
60706,0.07,19750
60707,0.09,34218
60712,0.04,10197
60714,0.06,25495
60803,0.10,17929
60804,0.11,57474
60805,0.10,15471
60827,0.19,20382
60901,0.13,27990
60910,0.12,414
60911,0.03,1059
60912,0.19,537
60913,0.04,1181
60914,0.09,21905
60915,0.08,8438
60917,0.17,579
60918,0.12,593
60919,0.04,404
60920,0.12,134
60921,0.10,1270
60922,0.09,2050
60924,0.04,1486
60926,0.00,62
60927,0.06,1889
60928,0.04,585
60929,0.08,525
60930,0.10,707
60931,0.02,444
60932,,20
60933,0.04,248
60934,0.03,210
60935,0.08,764
60936,0.06,3322
60938,0.07,1672
60940,0.09,2794
60941,0.04,1688
60942,0.09,4688
60945,0.08,135
60946,0.13,371
60948,0.02,1243
60949,0.16,515
60950,0.05,9197
60951,0.06,677
60952,0.12,575
60953,0.03,2277
60954,0.07,5111
60955,0.06,1319
60957,0.08,4434
60958,0.27,1706
60959,0.08,796
60960,0.12,801
60961,0.08,728
60962,0.14,539
60963,0.06,1291
60964,0.08,4126
60966,0.08,1070
60968,0.09,295
60969,0.00,51
60970,0.09,6078
60973,0.07,332
60974,0.13,176
61001,0.08,1105
61006,0.02,1596
61007,0.10,422
61008,0.11,25115
61010,0.03,6084
61011,0.05,2122
61012,0.09,1537
61013,0.04,456
61014,0.02,1014
61015,0.09,676
61016,0.04,4256
61018,0.11,919
61019,0.06,2631
61020,0.11,2342
61021,0.09,19310
61024,0.06,2113
61025,0.04,3567
61027,,0
61028,0.01,1610
61030,0.14,1768
61031,0.06,1373
61032,0.10,25533
61036,0.03,5812
61037,0.00,112
61038,0.10,1223
61039,0.05,697
61041,0.06,1178
61042,0.03,384
61043,0.09,85
61044,0.00,87
61046,0.04,2278
61047,0.07,1394
61048,0.05,3435
61049,0.03,472
61050,0.09,248
61051,0.09,1212
61052,0.14,885
61053,0.06,2513
61054,0.21,3256
61057,0.00,105
61059,0.06,64
61060,0.02,1182
61061,0.10,5926
61062,0.06,1636
61063,0.05,3003
61064,0.09,3094
61065,0.10,8447
61067,0.26,763
61068,0.09,11595
61070,0.06,833
61071,0.09,11565
61072,0.07,8919
61073,0.05,15043
61074,0.13,3674
61075,0.03,924
61077,0.00,72
61078,0.04,1164
61079,0.17,109
61080,0.07,8167
61081,0.07,16952
61084,0.05,2067
61085,0.05,2722
61087,0.04,1356
61088,0.04,4813
61089,0.03,585
61091,0.53,19
61101,0.15,16645
61102,0.15,14811
61103,0.13,19839
61104,0.16,12883
61107,0.05,25072
61108,0.09,23342
61109,0.11,21791
61111,0.08,18464
61112,0.00,72
61114,0.07,12673
61115,0.09,18493
61201,0.07,31144
61230,0.00,1013
61231,0.04,4343
61232,0.04,968
61234,0.08,1065
61235,0.02,1209
61236,0.00,132
61238,0.02,2769
61239,0.10,856
61240,0.03,5008
61241,0.05,5209
61242,0.07,1041
61243,0.02,246
61244,0.08,19354
61250,0.05,2096
61251,0.14,254
61252,0.03,4483
61254,0.03,8906
61256,0.04,1714
61257,0.12,851
61258,0.10,221
61259,0.00,634
61260,0.02,690
61261,0.12,853
61262,0.04,1123
61263,0.00,392
61264,0.08,8699
61265,0.06,36058
61270,0.08,6008
61272,0.04,1319
61273,0.02,2706
61274,0.03,343
61275,0.04,3554
61276,0.00,80
61277,0.04,2493
61278,0.11,222
61279,0.05,813
61281,0.02,2066
61282,0.05,5872
61283,0.02,1076
61284,0.02,1911
61285,0.09,1405
61301,0.09,8516
61310,0.08,3463
61311,0.20,51
61312,0.11,418
61313,0.00,200
61314,0.02,730
61315,0.17,233
61316,0.07,151
61317,0.07,301
61318,0.06,459
61319,0.02,972
61320,0.05,619
61321,0.05,320
61322,0.13,1332
61323,0.00,53
61324,0.00,66
61325,0.07,707
61326,0.11,1922
61327,0.06,965
61328,0.00,11
61329,0.10,1175
61330,0.02,1246
61331,,0
61332,0.06,56
61333,0.01,225
61334,0.07,465
61335,0.04,436
61336,0.04,590
61337,0.10,439
61338,0.00,250
61340,0.01,309
61341,0.08,6447
61342,0.05,6655
61344,0.04,334
61345,0.07,727
61346,0.00,50
61348,0.09,3773
61349,0.09,717
61350,0.10,19563
61353,0.10,1089
61354,0.08,9157
61356,0.06,9091
61358,0.01,430
61359,0.05,224
61360,0.08,2637
61361,0.09,1274
61362,0.08,4442
61363,0.07,169
61364,0.08,16497
61367,0.04,740
61368,0.05,1135
61369,0.07,1424
61370,0.06,1042
61372,0.00,72
61373,0.08,1706
61374,0.23,68
61375,0.02,825
61376,0.04,1595
61377,0.07,1226
61378,0.01,303
61379,0.08,1130
61401,0.10,28853
61410,0.05,3014
61411,0.07,286
61412,0.04,1198
61413,0.04,655
61414,0.04,590
61415,0.06,1364
61416,0.04,163
61417,0.10,130
61418,0.02,505
61419,0.00,79
61420,0.01,904
61421,0.10,1044
61422,0.09,2673
61423,0.09,643
61424,0.00,124
61425,0.02,284
61426,0.00,104
61427,0.10,2024
61428,0.06,767
61430,0.04,644
61431,0.02,235
61432,0.02,412
61433,0.00,51
61434,0.03,2752
61435,0.00,135
61436,0.10,673
61437,0.04,749
61438,0.04,731
61439,0.06,330
61440,0.04,515
61441,0.03,858
61442,0.15,566
61443,0.10,10940
61447,0.07,742
61448,0.01,3224
61449,0.03,556
61450,0.04,1465
61451,0.04,388
61452,0.01,354
61453,0.05,545
61454,0.07,499
61455,0.09,19769
61458,0.03,672
61459,0.16,365
61460,0.05,206
61462,0.09,9194
61465,0.07,917
61466,0.02,258
61467,0.01,877
61468,0.00,188
61469,0.09,1977
61470,0.05,536
61471,0.04,132
61472,0.08,561
61473,0.04,1191
61474,0.06,155
61475,0.06,305
61476,0.02,402
61477,0.04,548
61478,0.00,156
61479,0.00,99
61480,0.06,1321
61482,0.08,476
61483,0.07,1560
61484,0.07,889
61485,0.01,386
61486,0.05,1301
61488,0.05,937
61489,0.08,769
61490,0.09,991
61491,0.03,1668
61501,0.06,1507
61516,0.07,524
61517,0.03,2441
61519,0.08,212
61520,0.07,14699
61523,0.05,8966
61524,0.02,179
61525,0.03,6165
61526,0.00,905
61528,0.03,1813
61529,0.04,2247
61530,0.09,5072
61531,0.07,2578
61532,0.01,438
61533,0.04,1797
61534,0.03,1305
61535,0.06,1355
61536,0.05,2286
61537,0.05,2546
61539,0.12,171
61540,0.07,2354
61541,0.11,92
61542,0.04,3274
61543,0.18,75
61544,0.09,582
61545,0.06,453
61546,0.10,3885
61547,0.05,2971
61548,0.03,9019
61550,0.02,13973
61552,0.00,123
61553,0.02,147
61554,0.06,35158
61559,0.07,2508
61560,0.05,490
61561,0.04,2306
61562,0.00,114
61563,0.07,374
61564,0.07,854
61565,0.11,1280
61567,0.09,306
61568,0.05,3350
61569,0.05,791
61570,0.05,1494
61571,0.04,17529
61572,0.07,1013
61602,0.22,1065
61603,0.14,12151
61604,0.08,24475
61605,0.22,10947
61606,0.09,8067
61607,0.05,8733
61610,0.07,4357
61611,0.06,20319
61614,0.04,23591
61615,0.05,17860
61616,0.09,5077
61625,0.03,364
61701,0.08,29772
61704,0.03,26460
61705,0.05,8671
61720,0.06,169
61721,0.06,573
61722,0.00,543
61723,0.03,1453
61724,0.07,366
61725,0.00,1068
61726,0.08,1987
61727,0.07,8222
61728,0.05,1241
61729,0.00,790
61730,0.06,343
61731,0.00,155
61732,0.05,1618
61733,0.09,790
61734,0.06,2224
61735,0.02,411
61736,0.05,1430
61737,0.04,628
61738,0.03,3062
61739,0.03,3755
61740,0.02,1388
61741,0.09,1247
61742,0.00,1038
61743,0.06,194
61744,0.03,1512
61745,0.04,3133
61747,0.04,1299
61748,0.04,2114
61749,0.00,490
61750,0.00,89
61751,0.00,106
61752,0.08,3036
61753,0.08,2213
61754,0.09,1141
61755,0.02,3476
61756,0.09,1898
61759,0.03,1102
61760,0.05,2040
61761,0.06,44108
61764,0.06,11902
61769,0.11,416
61770,0.04,911
61771,0.12,799
61772,0.15,265
61773,0.08,400
61774,0.12,811
61775,0.02,300
61776,0.04,1473
61777,0.00,658
61778,0.02,650
61801,0.08,29274
61802,0.07,14699
61810,0.04,182
61811,0.14,637
61812,0.10,299
61813,0.05,1535
61814,0.03,903
61815,0.08,249
61816,0.04,350
61817,0.11,2006
61818,0.02,1183
61820,0.08,34015
61821,0.05,22961
61822,0.04,17084
61830,0.03,485
61831,0.13,125
61832,0.12,29661
61833,0.03,1783
61834,0.09,5795
61839,0.16,569
61840,0.04,393
61841,0.06,1046
61842,0.02,2487
61843,0.04,1772
61844,0.05,787
61845,0.03,480
61846,0.10,4307
61847,0.08,988
61848,0.03,172
61849,0.03,1341
61850,0.04,529
61851,0.04,291
61852,0.07,200
61853,0.05,9766
61854,0.03,1272
61855,0.00,63
61856,0.01,5771
61857,0.15,94
61858,0.07,2437
61859,0.02,987
61862,0.02,399
61863,0.02,586
61864,0.04,1437
61865,0.07,1296
61866,0.14,10956
61870,0.14,1133
61871,0.06,208
61872,0.07,825
61873,0.02,4670
61874,0.04,4941
61875,0.10,513
61876,0.15,594
61877,0.04,1386
61878,0.05,1116
61880,0.02,3230
61882,0.01,508
61883,0.07,3585
61884,0.02,922
61910,0.04,3109
61911,0.03,3939
61912,0.05,1069
61913,0.07,1303
61914,0.06,1314
61917,0.07,459
61919,0.07,626
61920,0.12,22825
61924,0.06,1995
61925,0.02,732
61928,0.07,905
61929,0.03,554
61930,0.05,519
61931,0.10,780
61932,0.08,449
61933,0.03,1006
61936,0.00,156
61937,0.03,1571
61938,0.11,17344
61940,0.13,220
61941,0.00,42
61942,0.03,1007
61943,0.12,1236
61944,0.08,10370
61949,0.05,180
61951,0.05,6171
61953,0.07,5028
61955,0.00,132
61956,0.07,2199
61957,0.06,1538
62001,0.08,1442
62002,0.08,25394
62006,0.11,456
62009,0.08,1487
62010,0.06,8676
62011,0.03,322
62012,0.07,5340
62013,0.04,435
62014,0.07,3310
62015,0.22,312
62016,0.06,3031
62017,0.06,700
62018,0.13,3257
62019,0.12,430
62021,0.10,609
62022,0.02,882
62023,0.00,39
62024,0.07,7984
62025,0.05,27350
62027,0.04,402
62028,0.01,1136
62030,0.31,78
62031,0.07,648
62032,0.07,646
62033,0.09,3886
62034,0.03,10623
62035,0.05,13438
62036,0.03,726
62037,0.06,1592
62040,0.08,35240
62044,0.04,1907
62045,0.12,453
62046,0.03,347
62047,0.04,1343
62048,0.06,1246
62049,0.04,7727
62050,0.11,253
62051,0.14,636
62052,0.05,10482
62053,0.07,412
62054,0.10,485
62056,0.07,7010
62058,0.06,608
62059,0.34,428
62060,0.14,4278
62061,0.07,1650
62062,0.04,6055
62063,0.07,993
62065,0.00,24
62067,0.03,1873
62069,0.09,2646
62070,,42
62074,0.16,837
62075,0.05,2882
62076,0.23,106
62077,0.11,171
62078,0.05,96
62079,0.17,268
62080,0.04,1999
62081,0.03,247
62082,0.08,2438
62083,0.00,215
62084,0.07,1298
62085,0.17,152
62086,0.04,1145
62087,0.07,1752
62088,0.05,5966
62089,0.08,377
62090,0.12,678
62091,0.01,294
62092,0.06,2364
62093,0.17,280
62094,0.12,818
62095,0.10,9155
62097,0.04,2044
62098,0.00,107
62201,0.07,4685
62203,0.16,6769
62204,0.25,6489
62205,0.20,7372
62206,0.12,12226
62207,0.17,6072
62208,0.07,13553
62214,0.00,863
62215,0.05,1383
62216,0.03,1892
62217,0.06,624
62218,0.01,1213
62219,0.05,814
62220,0.08,16538
62221,0.05,21089
62223,0.05,13644
62225,0.03,3943
62226,0.05,23413
62230,0.03,4911
62231,0.05,5994
62232,0.12,5891
62233,0.07,8598
62234,0.06,26226
62236,0.05,9482
62237,0.11,2168
62238,0.03,589
62239,0.11,4132
62240,0.08,1682
62241,0.03,1044
62242,0.06,1313
62243,0.02,4508
62244,0.01,993
62245,0.03,1377
62246,0.10,8603
62248,0.02,223
62249,0.06,11992
62250,0.05,405
62253,0.01,655
62254,0.07,4584
62255,0.06,670
62257,0.05,2670
62258,0.05,7300
62260,0.04,6045
62261,0.00,146
62262,0.10,1380
62263,0.02,4213
62264,0.05,2841
62265,0.02,3403
62266,0.00,174
62268,0.02,657
62269,0.06,23371
62271,0.04,1690
62272,0.09,1232
62273,0.00,192
62274,0.07,7209
62275,0.05,2786
62277,0.07,1146
62278,0.02,5450
62279,0.00,27
62280,0.14,348
62281,0.04,1722
62282,0.00,332
62284,0.04,655
62285,0.05,3341
62286,0.09,5312
62288,0.04,2176
62289,0.12,293
62292,0.13,631
62293,0.03,3687
62294,0.05,11776
62295,0.07,1343
62297,0.00,155
62298,0.05,12545
62301,0.07,26771
62305,0.04,14669
62311,0.09,830
62312,0.06,1938
62313,0.00,322
62314,0.02,351
62316,0.05,479
62319,0.13,212
62320,0.03,1909
62321,0.04,3152
62323,0.05,152
62324,0.06,915
62325,0.04,216
62326,0.07,1868
62330,0.07,1576
62334,0.16,96
62336,0.00,65
62338,0.01,1205
62339,0.12,796
62340,0.07,1138
62341,0.04,2867
62343,0.09,458
62344,0.00,91
62345,0.02,280
62346,0.00,118
62347,0.02,1965
62348,0.06,213
62349,0.05,403
62351,0.07,1358
62352,0.06,250
62353,0.07,4709
62354,0.10,1267
62355,0.15,664
62356,0.11,515
62357,0.07,153
62358,0.10,492
62359,0.00,39
62360,0.05,1346
62361,0.04,531
62362,0.02,352
62363,0.04,5109
62365,0.01,578
62366,0.05,1380
62367,0.06,949
62370,0.11,279
62373,0.07,183
62374,0.08,271
62375,0.00,511
62376,0.04,868
62378,0.07,700
62379,0.04,1873
62380,0.06,256
62401,0.04,14681
62410,0.07,756
62411,0.05,3533
62413,0.00,299
62414,0.07,1290
62417,0.11,2249
62418,0.13,1904
62419,0.01,371
62420,0.06,3726
62421,0.02,718
62422,0.02,717
62423,0.02,720
62424,0.05,1447
62425,0.05,486
62426,0.05,994
62427,0.10,1662
62428,0.09,2936
62431,0.04,782
62432,0.08,420
62433,0.14,847
62434,0.15,157
62436,0.11,477
62438,0.13,325
